,Ticker,CIK,Year,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY
10,A US            d,0001090872,2016,4038,4202,4472,401,462,684,0001090872-16-000082,10-K,2016-10-31,2016-12-20,20161220,AGILENT TECHNOLOGIES INC,1031,0.0993065874195146,0.1099476439790576,0.15295169946332737,0.04542802367258481,-0.010285440918513794,-0.025674885665211172,0.043004055484269776
11,A US            d,0001090872,2017,4202,4472,4914,462,684,316,0001090872-17-000018,10-K,2017-10-31,2017-12-21,20171221,AGILENT TECHNOLOGIES INC,1031,0.1099476439790576,0.15295169946332737,0.06430606430606431,0.08132716049382716,-0.4935064935064935,0.043004055484269776,-0.08864563515726306
12,A US            d,0001090872,2019,4914,5163,5339,316,1071,719,0001090872-19-000022,10-K,2019-10-31,2019-12-19,20191219,"AGILENT TECHNOLOGIES, INC.",1031,0.06430606430606431,0.2074375363160953,0.13466941374789287,-0.4935064935064935,-0.2590870667793745,0.05448583685276792,-0.07276812256820242
13,A US            d,0001090872,2020,5163,5339,6319,1071,719,1210,0001090872-20-000020,10-K,2020-10-31,2020-12-18,20201217,"AGILENT TECHNOLOGIES, INC.",1031,0.2074375363160953,0.13466941374789287,0.1914859946194018,-0.2590870667793745,-0.054573112759079674,-0.07276812256820242,0.056816580871508926
14,A US            d,0001090872,2021,5339,6319,6848.0,719,1210,1254.0,0001090872-21-000027,10-K,2021-10-31,2021-12-17,20211217,"AGILENT TECHNOLOGIES, INC.",1031,0.13466941374789287,0.1914859946194018,0.18311915887850466,0.3594095499910357,0.2338769947685409,0.056816580871508926,-0.008366835740897138
15,A US            d,0001090872,2022,6319,6848.0,6833,1210,1254.0,1240,0001090872-22-000026,10-K,2022-10-31,2022-12-21,20221220,"AGILENT TECHNOLOGIES, INC.",1031,0.1914859946194018,0.18311915887850466,0.18147226693985072,0.12755192931200343,0.29977565014061364,-0.008366835740897138,-0.0016468919386539438
16,A US            d,0001090872,2023,6848.0,6833,0,1254.0,1240,0,0001090872-23-000020,10-K,2023-10-31,2023-12-20,20231219,"AGILENT TECHNOLOGIES, INC.",1031,0.18311915887850466,0.18147226693985072,,0.29977565014061364,-0.280060290757038,-0.0016468919386539438,
17,AAL US         d,0000006201,2014,26743,42650,40990,-1834,2882,7610,0001193125-15-061145,10-K,2014-12-31,2015-02-25,20150225,American Airlines Group Inc.,1231,-0.0685786934898852,0.06757327080890974,0.185655037814101,0.14344566758965355,0.13596361703384324,,0.11808176700519127
18,AAPL US        d,0000320193,2001,7983,5363,5742,786,-25,65,0000912057-01-544436,10-K405,2001-09-29,2001-12-21,Not found,APPLE COMPUTER INC,0930,0.09845922585494175,-0.004661570016781652,0.011320097526994078,-0.027766435279706004,-0.09811003779924402,,0.01598166754377573
19,AAPL US        d,0000320193,2002,5363,5742,6207,-25,65,69,0001047469-02-007674,10-K,2002-09-28,2002-12-19,Not found,APPLE COMPUTER INC,0930,-0.004661570016781652,0.011320097526994078,0.011116481391976801,-0.381950265437273,-0.2823990355635925,0.01598166754377573,-0.00020361613501727709
20,AAPL US        d,0000320193,2003,5742,6207,8279,65,69,276,0001047469-03-041604,10-K,2003-09-27,2003-12-19,Not found,APPLE COMPUTER INC,0930,0.011320097526994078,0.011116481391976801,0.03333735958449088,-0.28144726712856044,0.6012427683736876,-0.00020361613501727709,0.02222087819251408
21,AAPL US        d,0000320193,2004,6207,8279,13931,69,276,1328,0001047469-04-035975,10-K,2004-09-25,2004-12-03,20041202,APPLE COMPUTER INC,0930,0.011116481391976801,0.03333735958449088,0.09532696863111047,0.6012427683736876,0.5153218252375218,0.02222087819251408,0.061989609046619584
22,AAPL US        d,0000320193,2006,13931,19315,24578,1328,1989,3495,0001104659-06-084288,10-K,2006-09-30,2006-12-29,20061229,APPLE COMPUTER INC,0930,0.09532696863111047,0.1029769609112089,0.14220034176906177,0.5153218252375218,-0.07179441893323914,0.06963960132671802,0.03922338085785286
23,AAPL US        d,0000320193,2007,19315,24578,37491,1989,3495,6119,0001047469-07-009340,10-K,2007-09-29,2007-11-15,20071115,APPLE INC,0930,0.1029769609112089,0.14220034176906177,0.1632125043343736,1.0,-0.10429596195695978,0.03922338085785286,0.021012162565311826
24,AAPL US        d,0000320193,2008,24578,37491,42905,3495,6119,8235,0001193125-08-224958,10-K,2008-09-27,2008-11-05,20081105,APPLE INC,0930,0.14220034176906177,0.1632125043343736,0.1919356718331197,-0.03954075978545148,0.0041999353856094525,0.021012162565311826,0.028723167498746094
25,AAPL US        d,0000320193,2009,37491,42905,65225,6119,8235,14013,0001193125-09-214859,10-K,2009-09-26,2009-10-27,20091027,APPLE INC,0926,0.1632125043343736,0.1919356718331197,0.21484093522422384,0.0041999353856094525,0.025232098538468608,0.028723167498746094,0.022905263391104158
26,AAPL US        d,0000320193,2010,42905,65225,108249,8235,14013,25922,0001193125-10-238044,10-K,2010-09-25,2010-10-27,20101027,APPLE INC,0925,0.1919356718331197,0.21484093522422384,0.2394664153941376,0.025232098538468608,-0.007172636392163895,0.022905263391104158,0.024625480169913755
27,AAPL US        d,0000320193,2011,65225,108249,156508,14013,25922,41733,0001193125-11-282113,10-K,2011-09-24,2011-10-26,20111026,APPLE INC,0930,0.21484093522422384,0.2394664153941376,0.26665090602397323,-0.007172636392163895,-0.0018512665372285185,0.024625480169913755,0.027184490629835634
28,AAPL US        d,0000320193,2012,108249,156508,170910,25922,41733,37037,0001193125-12-444068,10-K,2012-09-29,2012-10-31,20121031,APPLE INC,0929,0.2394664153941376,0.26665090602397323,0.21670469837926393,-0.0018512665372285185,-0.11779607346421786,0.027184490629835634,-0.049946207644709306
29,AAPL US        d,0000320193,2013,156508,170910,182795,41733,37037,39510,0001193125-13-416534,10-K,2013-09-28,2013-10-30,20131029,APPLE INC,0929,0.26665090602397323,0.21670469837926393,0.21614376760852322,-0.11779607346421786,-0.04107271049123167,-0.049946207644709306,-0.0005609307707407085
30,AAPL US        d,0000320193,2014,170910,182795,233715,37037,39510,53394,0001193125-14-383437,10-K,2014-09-27,2014-10-27,20141027,APPLE INC,0927,0.21670469837926393,0.21614376760852322,0.22845773698735639,0.594809856784953,-0.038921453692848766,-0.0005609307707407085,0.012313969378833167
31,AAPL US        d,0000320193,2015,182795,233715,215639,39510,53394,45687,0001193125-15-356351,10-K,2015-09-26,2015-10-28,20151028,APPLE INC,0927,0.21614376760852322,0.22845773698735639,0.211867983064288,0.789709846804652,-0.1274458539507429,0.012313969378833167,-0.016589753923068384
32,AAPL US        d,0000320193,2016,233715,215639,229234,53394,45687,48351,0001628280-16-020309,10-K,2016-09-24,2016-10-26,20161026,APPLE INC,0924,0.22845773698735639,0.211867983064288,0.21092420845075338,-0.1274458539507429,0.3111049769587891,-0.016589753923068384,-0.0009437746135346203
33,AAPL US        d,0000320193,2017,215639,229234,265595,45687,48351,59531,0000320193-17-000070,10-K,2017-09-30,2017-11-03,20171103,APPLE INC,0930,0.211867983064288,0.21092420845075338,0.22414202074587247,-0.16493508894837736,-0.3832141750028293,-0.0009437746135346203,0.013217812295119091
34,AAPL US        d,0000320193,2018,229234,265595,260174,48351,59531,55256,0000320193-18-000145,10-K,2018-09-29,2018-11-05,20181105,APPLE INC,0930,0.21092420845075338,0.22414202074587247,0.21238094505984456,-0.3832141750028293,0.9044674910251297,0.013217812295119091,-0.011761075686027911
35,AAPL US        d,0000320193,2019,265595,260174,274515,59531,55256,57411,0000320193-19-000119,10-K,2019-09-28,2019-10-31,20191030,Apple Inc.,0928,0.22414202074587247,0.21238094505984456,0.20913611278072236,0.9044674910251297,0.10137187140014661,-0.011761075686027911,-0.0032448322791222006
36,AAPL US        d,0000320193,2020,260174,274515,365817,55256,57411,94680,0000320193-20-000096,10-K,2020-09-26,2020-10-30,20201029,Apple Inc.,0926,0.21238094505984456,0.20913611278072236,0.2588179335569424,0.10137187140014661,-0.17096130075116478,-0.0032448322791222006,0.04968182077622002
37,AAPL US        d,0000320193,2021,274515,365817,394328.0,57411,94680,99803.0,0000320193-21-000105,10-K,2021-09-25,2021-10-29,20211028,Apple Inc.,0925,0.20913611278072236,0.2588179335569424,0.2530964070519973,-0.17096130075116478,-0.138777382727377,0.04968182077622002,-0.0057215265049450625
38,AAPL US        d,0000320193,2022,365817,394328.0,383285,94680,99803.0,96995,0000320193-22-000108,10-K,2022-09-24,2022-10-28,20221027,Apple Inc.,0924,0.2588179335569424,0.2530964070519973,0.2530623426432028,-0.138777382727377,0.20815021973631642,-0.0057215265049450625,-3.406440879449857e-05
39,AAPL US        d,0000320193,2023,394328.0,383285,0,99803.0,96995,0,0000320193-23-000106,10-K,2023-09-30,2023-11-03,20231102,Apple Inc.,0930,0.2530964070519973,0.2530623426432028,,0.20815021973631642,0.06470458553791887,-3.406440879449857e-05,
40,ABBV US       d,0001551152,2015,19960,22859,25638,1774,5144,5953,0001047469-16-010239,10-K,2015-12-31,2016-02-19,20160219,AbbVie Inc.,1231,0.08887775551102205,0.22503171617306095,0.23219439893907481,0.06470458553791887,0.12071643027228492,,0.007162682766013867
41,ABNB US       d,0001559720,2020,4805.24,3378.2,5992,-674.34,-4584.72,-352,0001559720-21-000010,10-K,2020-12-31,2021-02-26,20210226,"Airbnb, Inc.",1231,-0.14033430172062167,-1.3571487774554498,-0.05874499332443257,0.12071643027228492,0.35778290993071593,,1.2984037841310172
42,ABNB US       d,0001559720,2021,3378.2,5992,8399.0,-4584.72,-352,1893.0,0001559720-22-000006,10-K,2021-12-31,2022-02-25,20220225,"Airbnb, Inc.",1231,-1.3571487774554498,-0.05874499332443257,0.2253839742826527,0.35778290993071593,0.1365491903660362,1.2984037841310172,0.2841289676070853
43,ABNB US       d,0001559720,2022,5992,8399.0,9917,-352,1893.0,4792,0001559720-23-000003,10-K,2022-12-31,2023-02-17,20230217,"Airbnb, Inc.",1231,-0.05874499332443257,0.2253839742826527,0.483210648381567,0.1365491903660362,-0.12553127806046094,0.2841289676070853,0.25782667409891435
44,ABT US         d,0000001800,2021,34608,43075,43653.0,4495,7071,6933.0,0001104659-22-025141,10-K,2021-12-31,2022-02-18,20220218,ABBOTT LABORATORIES,1231,0.12988326398520572,0.16415554265815438,0.15882069960827436,-0.12553127806046094,0.1775739320920044,,-0.0053348430498800226
45,ABT US         d,0000001800,2022,43075,43653.0,40109,7071,6933.0,5723,0001628280-23-004026,10-K,2022-12-31,2023-02-17,20230217,ABBOTT LABORATORIES,1231,0.16415554265815438,0.15882069960827436,0.14268618015906653,0.1775739320920044,0.34071619579118706,-0.0053348430498800226,-0.016134519449207824
46,ACN US         d,0001467373,2020,43215.01,44327.04,50533.39,4779.11,5107.84,5906.81,0001467373-20-000376,10-K,2020-08-31,2020-10-22,20201022,Accenture plc,0831,0.11058912169637354,0.11523079366454426,0.11688924887089508,0.34071619579118706,0.11802454147335559,,0.0016584552063508146
47,ACN US         d,0001467373,2021,44327.04,50533.39,61594.31,5107.84,5906.81,6877.17,0001467373-21-000229,10-K,2021-08-31,2021-10-15,20211015,Accenture plc,0831,0.11523079366454426,0.11688924887089508,0.11165268350274563,0.11802454147335559,0.028388598022105877,0.0016584552063508146,-0.005236565368149454
48,ACN US         d,0001467373,2022,50533.39,61594.31,64111.75,5906.81,6877.17,6871.56,0001467373-22-000295,10-K,2022-08-31,2022-10-12,20221012,Accenture plc,0831,0.11688924887089508,0.11165268350274563,0.10718097696600078,0.028388598022105877,-1.0,-0.005236565368149454,-0.004471706536744849
49,ACN US         d,0001467373,2023,61594.31,64111.75,0,6877.17,6871.56,0,0001467373-23-000324,10-K,2023-08-31,2023-10-12,20231012,Accenture plc,0831,0.11165268350274563,0.10718097696600078,,-0.008722928841526298,-0.10873177568743046,-0.004471706536744849,
50,ADBE US        d,0000796343,2007,2575.3,3157.88,3579.89,505.81,723.81,871.81,0001047469-08-000497,10-K,2007-11-30,2008-01-24,20080124,ADOBE SYSTEMS INC,1130,0.19640818545412184,0.22920756963532493,0.24352982912882798,0.3079342433773224,0.12250235509940999,,0.014322259493503048
51,ADBE US        d,0000796343,2008,3157.88,3579.89,2945.85,723.81,871.81,386.51,0000796343-09-000007,10-K,2008-11-28,2009-01-23,20090123,ADOBE SYSTEMS INC,1130,0.22920756963532493,0.24352982912882798,0.13120491538944618,0.12250235509940999,-0.008337106195960644,0.014322259493503048,-0.1123249137393818
52,ADBE US        d,0000796343,2009,3579.89,2945.85,3800,871.81,386.51,774.68,0000796343-10-000003,10-K,2009-11-27,2010-01-22,20100122,ADOBE SYSTEMS INC,1130,0.24352982912882798,0.13120491538944618,0.20386315789473683,0.12250235509940999,-0.008337106195960644,-0.1123249137393818,0.07265824250529065
53,ADBE US        d,0000796343,2010,2945.85,3800,4216.26,386.51,774.68,832.85,0000796343-11-000003,10-K,2010-12-03,2011-01-27,20110127,ADOBE SYSTEMS INC,1130,0.13120491538944618,0.20386315789473683,0.19753288459440357,-0.008337106195960644,-0.09579751458732351,0.07265824250529065,-0.006330273300333256
54,ADM US         d,0000007084,2009,69816,69207,61682,1802,1684,1930,0000007084-09-000051,10-K,2009-06-30,2009-08-26,20090826,ARCHER DANIELS MIDLAND CO,0630,0.02581070241778389,0.024332798705333277,0.03128951720112837,-0.09579751458732351,-0.16624179505178507,,0.00695671849579509
55,ADM US         d,0000007084,2011,61682,80676,90559,1930,2036,1375,0000007084-11-000028,10-K,2011-06-30,2011-08-25,20110824,ARCHER DANIELS MIDLAND CO,0630,0.03128951720112837,0.025236749467003817,0.015183471548934948,-0.16624179505178507,-0.07911139995864229,0.0009039507616705397,-0.010053277918068869
56,ADM US         d,0000007084,2012,80676,90559,89804,2036,1375,1342,0000007084-12-000034,10-K,2012-06-30,2012-08-27,20120824,ARCHER DANIELS MIDLAND CO,0630,0.025236749467003817,0.015183471548934948,0.014943655071043607,-0.07911139995864229,-0.024347993455875277,-0.010053277918068869,-0.00023981647789134142
57,ADM US         d,0000007084,2012,80676,90559,89804,2036,1375,1342,0000007084-13-000014,10-KT,2012-12-31,2013-02-28,20130228,ARCHER DANIELS MIDLAND CO,1231,0.025236749467003817,0.015183471548934948,0.014943655071043607,-0.024347993455875277,0.05775300848293549,0.0,-0.00023981647789134142
58,ADM US         d,0000007084,2013,90559,89804,81201,1375,1342,2248,0000007084-14-000011,10-K,2013-12-31,2014-02-26,20140226,ARCHER DANIELS MIDLAND CO,1231,0.015183471548934948,0.014943655071043607,0.027684388123298972,0.05775300848293549,0.0048957896209260035,-0.00023981647789134142,0.012740733052255366
59,ADM US         d,0000007084,2014,89804,81201,67702,1342,2248,1849,0000007084-15-000005,10-K,2014-12-31,2015-02-20,20150220,ARCHER DANIELS MIDLAND CO,1231,0.014943655071043607,0.027684388123298972,0.027310862308351305,0.0048957896209260035,-0.004655407077456075,0.012740733052255366,-0.00037352581494766793
60,ADM US         d,0000007084,2015,81201,67702,62346,2248,1849,1279,0000007084-16-000046,10-K,2015-12-31,2016-02-19,20160219,ARCHER DANIELS MIDLAND CO,1231,0.027684388123298972,0.027310862308351305,0.020514547845892277,-0.004655407077456075,0.3246678579752933,-0.00037352581494766793,-0.006796314462459027
61,ADM US         d,0000007084,2016,67702,62346,60828,1849,1279,1595,0000007084-17-000008,10-K,2016-12-31,2017-02-17,20170217,ARCHER DANIELS MIDLAND CO,1231,0.027310862308351305,0.020514547845892277,0.02622147695140396,0.3246678579752933,0.1912867013102793,-0.006796314462459027,0.005706929105511682
62,ADM US         d,0000007084,2017,62346,60828,64341,1279,1595,1810,0000007084-18-000012,10-K,2017-12-31,2018-02-16,20180216,ARCHER DANIELS MIDLAND CO,1231,0.020514547845892277,0.02622147695140396,0.028131362583733544,0.1912867013102793,,0.005706929105511682,0.0019098856323295846
63,ADM US         d,0000007084,2018,60828,64341,64656,1595,1810,1379,0000007084-19-000012,10-K,2018-12-31,2019-02-19,20190219,ARCHER DANIELS MIDLAND CO,1231,0.02622147695140396,0.028131362583733544,0.02132826033160109,0.06963349761401866,0.06667276134753387,0.0019098856323295846,-0.006803102252132456
64,ADM US         d,0000007084,2019,64341,64656,64355,1810,1379,1772,0000007084-20-000009,10-K,2019-12-31,2020-02-18,20200218,Archer-Daniels-Midland Co,1231,0.028131362583733544,0.02132826033160109,0.027534768083288013,0.05871230594926356,0.0339895961786508,-0.006803102252132456,0.0062065077516869245
65,ADM US         d,0000007084,2020,64656,64355,85249,1379,1772,2709,0000007084-21-000008,10-K,2020-12-31,2021-02-18,20210218,Archer-Daniels-Midland Co,1231,0.02132826033160109,0.027534768083288013,0.03177749885629157,0.0339895961786508,0.028485654361266117,0.0062065077516869245,0.004242730773003554
66,ADM US         d,0000007084,2021,64355,85249,101556.0,1772,2709,4340.0,0000007084-22-000008,10-K,2021-12-31,2022-02-17,20220217,Archer-Daniels-Midland Co,1231,0.027534768083288013,0.03177749885629157,0.042735042735042736,0.028485654361266117,0.0994908499606808,0.004242730773003554,0.01095754387875117
67,ADM US         d,0000007084,2022,85249,101556.0,,2709,4340.0,,0000007084-23-000010,10-K,2022-12-31,2023-02-14,20230214,Archer-Daniels-Midland Co,1231,0.03177749885629157,0.042735042735042736,,0.0994908499606808,0.0917609693119898,0.01095754387875117,
68,ADP US         d,0000008670,2015,10226.4,10938.5,11667.8,1515.9,1452.5,1492.5,0000008670-15-000021,10-K,2015-06-30,2015-08-07,20150807,AUTOMATIC DATA PROCESSING INC,0630,0.1482339826331847,0.1327878593957124,0.1279161452887434,0.0917609693119898,-1.0,,-0.004871714106968988
69,ADP US         d,0000008670,2019,13327.7,14110.2,14589.8,1884.9,2292.8,2466.5,0000008670-19-000021,10-K,2019-06-30,2019-08-09,20190809,AUTOMATIC DATA PROCESSING INC,0630,0.1414272530143986,0.16249238139785405,0.1690564641050597,-0.5035958077189135,0.09270896326874016,0.02970452200214166,0.006564082707205654
70,ADP US         d,0000008670,2020,14110.2,14589.8,15005.4,2292.8,2466.5,2598.5,0000008670-20-000032,10-K,2020-06-30,2020-08-05,20200805,AUTOMATIC DATA PROCESSING INC,0630,0.16249238139785405,0.1690564641050597,0.17317099177629386,0.07504489611455348,-0.07467392386578607,0.006564082707205654,0.004114527671234158
71,ADP US         d,0000008670,2021,14589.8,15005.4,16498.3,2466.5,2598.5,2948.9,0000008670-21-000027,10-K,2021-06-30,2021-08-04,20210804,AUTOMATIC DATA PROCESSING INC,0630,0.1690564641050597,0.17317099177629386,0.17873962771921956,0.09306811332127785,0.05716701591853241,0.004114527671234158,0.005568635942925698
72,ADP US         d,0000008670,2022,15005.4,16498.3,18012.2,2598.5,2948.9,3412,0000008670-22-000038,10-K,2022-06-30,2022-08-03,20220803,AUTOMATIC DATA PROCESSING INC,0630,0.17317099177629386,0.17873962771921956,0.1894271660319117,0.15132494088190293,0.1289435928415012,0.005568635942925698,0.010687538312692146
73,ADP US         d,0000008670,2023,16498.3,18012.2,0,2948.9,3412,0,0000008670-23-000030,10-K,2023-06-30,2023-08-03,20230803,AUTOMATIC DATA PROCESSING INC,0630,0.17873962771921956,0.1894271660319117,,0.1289435928415012,0.011531309780209465,0.010687538312692146,
74,ADSK US       d,0000769397,2014,2312.2,2273.9,2512.2,247.4,228.8,81.8,0000769397-14-000018,10-K,2014-01-31,2014-03-10,20140310,AUTODESK INC,0131,0.10699766456188912,0.10062008003870003,0.032561101823103254,0.011531309780209465,-0.11255703233485424,,-0.06805897821559678
75,ADSK US       d,0000769397,2015,2273.9,2512.2,2504.1,228.8,81.8,-330.5,0000769397-15-000012,10-K,2015-01-31,2015-03-18,20150318,AUTODESK INC,0131,0.10062008003870003,0.032561101823103254,-0.13198354698294798,0.012142418519505625,-0.030632920086541473,-0.06805897821559678,-0.16454464880605124
76,ADSK US       d,0000769397,2016,2512.2,2504.1,2031,81.8,-330.5,-582.1,0000769397-16-000067,10-K,2016-01-31,2016-03-23,20160323,AUTODESK INC,0131,0.032561101823103254,-0.13198354698294798,-0.2866075824716888,0.012033395921162909,-0.06686114352392065,-0.16454464880605124,-0.15462403548874085
77,ADSK US       d,0000769397,2017,2504.1,2031,2056.6,-330.5,-582.1,-566.9,0000769397-17-000014,10-K,2017-01-31,2017-03-21,20170321,AUTODESK INC,0131,-0.13198354698294798,-0.2866075824716888,-0.2756491296314305,-0.013837559088955736,0.026756144326302946,-0.15462403548874085,0.010958452840258315
78,ADSK US       d,0000769397,2018,2031,2056.6,2569.8,-582.1,-566.9,-80.8,0000769397-18-000011,10-K,2018-01-31,2018-03-22,20180322,AUTODESK INC,0131,-0.2866075824716888,-0.2756491296314305,-0.031442135574752894,0.026756144326302946,0.17231134878193702,0.010958452840258315,0.24420699405667762
79,ADSK US       d,0000769397,2019,2056.6,2569.8,3274.3,-566.9,-80.8,214.5,0000769397-19-000016,10-K,2019-01-31,2019-03-25,20190325,AUTODESK INC,0131,-0.2756491296314305,-0.031442135574752894,0.06551018538313533,0.17231134878193702,0.11136050973861415,0.24420699405667762,0.09695232095788822
80,ADSK US       d,0000769397,2020,2569.8,3274.3,3790.4,-80.8,214.5,1208.2,0000769397-20-000013,10-K,2020-01-31,2020-03-19,20200319,"Autodesk, Inc.",0131,-0.031442135574752894,0.06551018538313533,0.3187526382439848,0.11136050973861415,-0.08599908788846179,0.09695232095788822,0.25324245286084945
81,ADSK US       d,0000769397,2021,3274.3,3790.4,4386.4,214.5,1208.2,497.0,0000769397-21-000014,10-K,2021-01-31,2021-03-19,20210319,"Autodesk, Inc.",0131,0.06551018538313533,0.3187526382439848,0.11330476016779137,-0.0700625058307678,0.019562600321027288,0.25324245286084945,-0.20544787807619344
82,ADSK US       d,0000769397,2022,3790.4,4386.4,5005,1208.2,497.0,823,0000769397-22-000019,10-K,2022-01-31,2022-03-14,20220314,"Autodesk, Inc.",0131,0.3187526382439848,0.11330476016779137,0.16443556443556442,0.04142477614877497,0.0486583522297808,-0.20544787807619344,0.051130804267773056
83,ADSK US       d,0000769397,2023,4386.4,5005,0,497.0,823,0,0000769397-23-000036,10-K,2023-01-31,2023-03-14,20230314,"Autodesk, Inc.",0131,0.11330476016779137,0.16443556443556442,,0.0486583522297808,0.023695828453013785,0.051130804267773056,
84,AEE US          d,0001002910,2007,6880,7562,7839,547,618,605,0000950137-08-003079,10-K,2007-12-31,2008-02-29,20080229,AMEREN CORP,1231,0.07950581395348837,0.08172441153134091,0.07717821150656971,0.02737194155958458,0.09517690396641823,,-0.004546200024771199
85,AEE US          d,0001002910,2008,7562,7839,7135,618,605,612,0001193125-09-042636,10-K,2008-12-31,2009-03-02,20090302,AMEREN CORP,1231,0.08172441153134091,0.07717821150656971,0.08577435178696566,0.09517690396641823,0.18218085106382978,-0.004546200024771199,0.008596140280395945
86,AEP US         d,0000004904,1999,0,12407,11113,0,972,278,0000004904-00-000039,10-K405,1999-12-31,2000-03-24,Not found,AMERICAN ELECTRIC POWER COMPANY INC,1231,,0.07834287095994197,0.025015747322955098,0.18218085106382978,-0.019850459868986967,,-0.05332712363698687
87,AES US         d,0000874761,2009,15358,13110,15443,1234,658,9,0001193125-10-041006,10-K,2009-12-31,2010-02-26,20100225,AES CORP,1231,0.08034900377653341,0.0501906941266209,0.0005827883183319304,0.06451218981554907,0.016350210970464137,,-0.04960790580828897
88,AES US         d,0000874761,2010,13110,15443,16098,658,9,58,0001193125-11-047720,10-K,2010-12-31,2011-02-28,20110225,AES CORP,1231,0.0501906941266209,0.0005827883183319304,0.00360293204124736,0.04867146759374224,0.21738100876154393,-0.04960790580828897,0.003020143722915429
89,AES US         d,0000874761,2011,15443,16098,17164,9,58,-912,0001193125-12-078654,10-K,2011-12-31,2012-02-27,20120224,AES CORP,1231,0.0005827883183319304,0.00360293204124736,-0.05313446749009555,-0.031242489786109107,0.32167369552633757,0.003020143722915429,-0.056737399531342915
90,AES US         d,0000874761,2012,16098,17164,15891,58,-912,114,0001193125-13-077580,10-K,2012-12-31,2013-02-27,20130226,AES CORP,1231,0.00360293204124736,-0.05313446749009555,0.007173872003020577,0.014703122067196397,-0.008879023307436182,-0.056737399531342915,0.06030833949311613
91,AES US         d,0000874761,2013,17164,15891,16124,-912,114,769,0000874761-14-000011,10-K,2013-12-31,2014-02-26,20140225,AES CORP,1231,-0.05313446749009555,0.007173872003020577,0.047692880178615726,-0.008879023307436182,0.19018290406868235,0.06030833949311613,0.04051900817559515
